timestamp,buy_at,sell_at,profit_before_fees,profit_after_fees,cumulative_pnl
2025-01-27 02:41:23.922682,236.53,236.6,6.999999999999318,6.499999999999318,6.499999999999318
2025-01-27 02:41:24.296576,236.53,236.61,8.00000000000125,7.5000000000012506,14.000000000000568
2025-01-27 02:41:24.573902,236.53,236.62,9.000000000000341,8.500000000000341,22.50000000000091
2025-01-27 02:41:24.887807,236.53,236.62,9.000000000000341,8.500000000000341,31.00000000000125
2025-01-27 02:41:25.171854,236.53,236.63,9.999999999999432,9.499999999999432,40.50000000000068
2025-01-27 02:41:25.458120,236.53,236.64,10.999999999998522,10.499999999998522,50.999999999999204
2025-01-27 02:41:25.756016,236.53,236.6,6.999999999999318,6.499999999999318,57.49999999999852
2025-01-27 02:41:26.073747,236.53,236.6,6.999999999999318,6.499999999999318,63.99999999999784
2025-01-27 02:41:26.387608,236.53,236.59,6.000000000000227,5.500000000000227,69.49999999999807
2025-01-27 02:41:26.705065,236.53,236.62,9.000000000000341,8.500000000000341,77.99999999999841
2025-01-27 02:41:27.002957,236.53,236.62,9.000000000000341,8.500000000000341,86.49999999999875
2025-01-27 02:41:27.334406,236.53,236.62,9.000000000000341,8.500000000000341,94.99999999999909
2025-01-27 02:41:27.605933,236.53,236.62,9.000000000000341,8.500000000000341,103.49999999999943
2025-01-27 02:41:27.901800,236.53,236.62,9.000000000000341,8.500000000000341,111.99999999999977
2025-01-27 02:41:28.264752,236.53,236.57,3.999999999999204,3.499999999999204,115.49999999999898
2025-01-27 02:41:28.613326,236.53,236.56,3.0000000000001137,2.5000000000001137,117.99999999999909
2025-01-27 02:41:28.886918,236.53,236.57,3.999999999999204,3.499999999999204,121.4999999999983
2025-01-27 02:41:29.163683,236.53,236.56,3.0000000000001137,2.5000000000001137,123.99999999999841
2025-01-27 02:41:29.467199,236.53,236.58,5.000000000001137,4.500000000001137,128.49999999999955
2025-01-27 02:41:29.783605,236.53,236.62,9.000000000000341,8.500000000000341,136.9999999999999
2025-01-27 02:41:30.069813,236.53,236.62,9.000000000000341,8.500000000000341,145.50000000000023
2025-01-27 02:41:30.385984,236.53,236.63,9.999999999999432,9.499999999999432,154.99999999999966
2025-01-27 02:41:30.721240,236.53,236.63,9.999999999999432,9.499999999999432,164.4999999999991
2025-01-27 02:41:31.019166,236.53,236.63,9.999999999999432,9.499999999999432,173.99999999999852
2025-01-27 02:41:31.304220,236.53,236.63,9.999999999999432,9.499999999999432,183.49999999999795
2025-01-27 02:41:31.679424,236.53,236.6,6.999999999999318,6.499999999999318,189.99999999999727
2025-01-27 02:41:32.024338,236.53,236.56,3.0000000000001137,2.5000000000001137,192.49999999999739
2025-01-27 02:41:32.354573,236.53,236.56,3.0000000000001137,2.5000000000001137,194.9999999999975
2025-01-27 02:41:32.656727,236.53,236.57,3.999999999999204,3.499999999999204,198.4999999999967
2025-01-27 02:41:32.966770,236.53,236.57,3.999999999999204,3.499999999999204,201.9999999999959
2025-01-27 02:41:33.258711,236.53,236.56,3.0000000000001137,2.5000000000001137,204.49999999999602
2025-01-27 02:41:33.572887,236.53,236.56,3.0000000000001137,2.5000000000001137,206.99999999999613
2025-01-27 02:41:33.864356,236.53,236.58,5.000000000001137,4.500000000001137,211.49999999999727
2025-01-27 02:41:34.157458,236.53,236.63,9.999999999999432,9.499999999999432,220.9999999999967
2025-01-27 02:41:34.507966,236.53,236.66,12.999999999999545,12.499999999999545,233.49999999999625
2025-01-27 02:41:34.813590,236.53,236.68,15.000000000000568,14.500000000000568,247.99999999999682
2025-01-27 02:41:35.124131,236.53,236.66,12.999999999999545,12.499999999999545,260.49999999999636
2025-01-27 02:41:35.436349,236.53,236.66,12.999999999999545,12.499999999999545,272.9999999999959
2025-01-27 02:41:35.736088,236.53,236.66,12.999999999999545,12.499999999999545,285.49999999999545
2025-01-27 02:41:36.052459,236.53,236.64,10.999999999998522,10.499999999998522,295.999999999994
2025-01-27 02:41:36.434898,236.53,236.68,15.000000000000568,14.500000000000568,310.49999999999454
2025-01-27 02:41:36.735776,236.53,236.69,15.999999999999659,15.499999999999659,325.9999999999942
2025-01-27 02:41:37.037350,236.53,236.65,12.000000000000455,11.500000000000455,337.49999999999466
2025-01-27 02:41:37.405692,236.53,236.64,10.999999999998522,10.499999999998522,347.9999999999932
2025-01-27 02:41:37.698700,236.53,236.64,10.999999999998522,10.499999999998522,358.4999999999917
2025-01-27 02:41:38.052421,236.53,236.57,3.999999999999204,3.499999999999204,361.9999999999909
2025-01-27 02:41:38.376195,236.53,236.57,3.999999999999204,3.499999999999204,365.4999999999901
2025-01-27 02:41:38.664530,236.53,236.58,5.000000000001137,4.500000000001137,369.99999999999125
2025-01-27 02:41:38.931032,236.53,236.57,3.999999999999204,3.499999999999204,373.49999999999045
2025-01-27 02:41:39.214352,236.53,236.58,5.000000000001137,4.500000000001137,377.9999999999916
2025-01-27 02:41:39.504857,236.53,236.58,5.000000000001137,4.500000000001137,382.4999999999927
2025-01-27 02:41:39.804974,236.53,236.59,6.000000000000227,5.500000000000227,387.99999999999295
2025-01-27 02:41:40.086767,236.53,236.59,6.000000000000227,5.500000000000227,393.4999999999932
2025-01-27 02:41:40.415341,236.53,236.59,6.000000000000227,5.500000000000227,398.9999999999934
2025-01-27 02:41:40.693098,236.53,236.62,9.000000000000341,8.500000000000341,407.49999999999375
2025-01-27 02:41:40.993390,236.53,236.67,13.999999999998636,13.499999999998636,420.9999999999924
2025-01-27 02:41:41.372944,236.53,236.67,13.999999999998636,13.499999999998636,434.499999999991
2025-01-27 02:41:41.656992,236.53,236.67,13.999999999998636,13.499999999998636,447.99999999998965
2025-01-27 02:41:41.937901,236.53,236.67,13.999999999998636,13.499999999998636,461.4999999999883
2025-01-27 02:41:42.271441,236.53,236.67,13.999999999998636,13.499999999998636,474.9999999999869
2025-01-27 02:41:42.553925,236.53,236.7,16.99999999999875,16.49999999999875,491.4999999999857
2025-01-27 02:41:42.855412,236.53,236.7,16.99999999999875,16.49999999999875,507.9999999999844
2025-01-27 02:41:43.156583,236.53,236.7,16.99999999999875,16.49999999999875,524.4999999999832
2025-01-27 02:41:43.460306,236.53,236.74,21.000000000000796,20.500000000000796,544.999999999984
2025-01-27 02:41:43.786846,236.53,236.74,21.000000000000796,20.500000000000796,565.4999999999848
2025-01-27 02:41:44.081340,236.53,236.75,21.999999999999886,21.499999999999886,586.9999999999847
2025-01-27 02:41:44.403429,236.53,236.79,25.99999999999909,25.49999999999909,612.4999999999837
2025-01-27 02:41:44.690652,236.53,236.78,25.0,24.5,636.9999999999837
2025-01-27 02:41:44.990866,236.53,236.78,25.0,24.5,661.4999999999837
2025-01-27 02:41:45.282988,236.53,236.75,21.999999999999886,21.499999999999886,682.9999999999836
2025-01-27 02:41:45.590057,236.53,236.71,18.000000000000682,17.500000000000682,700.4999999999843
2025-01-27 02:41:45.893099,236.53,236.71,18.000000000000682,17.500000000000682,717.999999999985
2025-01-27 02:41:46.220756,236.53,236.72,18.999999999999773,18.499999999999773,736.4999999999848
2025-01-27 02:41:46.504431,236.53,236.75,21.999999999999886,21.499999999999886,757.9999999999847
2025-01-27 02:41:46.840063,236.53,236.77,24.00000000000091,23.50000000000091,781.4999999999856
2025-01-27 02:41:47.132875,236.53,236.76,22.999999999998977,22.499999999998977,803.9999999999845
2025-01-27 02:41:47.418522,236.53,236.75,21.999999999999886,21.499999999999886,825.4999999999844
2025-01-27 02:41:47.734040,236.53,236.75,21.999999999999886,21.499999999999886,846.9999999999843
2025-01-27 02:41:48.041129,236.53,236.75,21.999999999999886,21.499999999999886,868.4999999999842
2025-01-27 02:41:48.397634,236.53,236.75,21.999999999999886,21.499999999999886,889.9999999999841
2025-01-27 02:41:48.689434,236.53,236.73,19.999999999998863,19.499999999998863,909.499999999983
2025-01-27 02:41:49.028536,236.53,236.73,19.999999999998863,19.499999999998863,928.9999999999818
2025-01-27 02:41:49.402045,236.53,236.74,21.000000000000796,20.500000000000796,949.4999999999826
2025-01-27 02:41:49.692407,236.53,236.79,25.99999999999909,25.49999999999909,974.9999999999817
2025-01-27 02:41:49.973068,236.53,236.69,15.999999999999659,15.499999999999659,990.4999999999814
2025-01-27 02:41:50.321384,236.53,236.64,10.999999999998522,10.499999999998522,1000.9999999999799
2025-01-27 02:41:50.692269,236.53,236.64,10.999999999998522,10.499999999998522,1011.4999999999784
2025-01-27 02:41:50.970826,236.53,236.64,10.999999999998522,10.499999999998522,1021.9999999999769
